Samples,profile_id,latitude,longitude,BD (g/cm3),SOC (g/kg),SOCD (kg/m2),upper_dept,lower_dept,Depth,DEM,NDVI,MAT,MAP,PET,AI,pH,Sand,Silt,Clay,CLCD,SOCD__meth,References,Year
8042,2271,44.78476667,125.949,1.09,20.7,4.74,0,21,10.5,152.34 ,0.35 ,4.74 ,45.72 ,1170.33 ,0.47 ,6.82 ,33.27 ,49.69 ,68.18 ,2,Measurement,"Liu et al., 2022",2014
8043,2271,44.78476667,125.949,1.37,5.2,1.28,21,39,30,152.34 ,0.35 ,4.74 ,45.72 ,1170.33 ,0.47 ,7.08 ,37.09 ,45.83 ,70.79 ,2,Measurement,"Liu et al., 2022",2014
8044,2271,44.78476667,125.949,1.14,15.2,3.99,39,62,50.5,152.34 ,0.35 ,4.74 ,45.72 ,1170.33 ,0.47 ,7.13 ,32.42 ,49.86 ,71.27 ,2,Measurement,"Liu et al., 2022",2014
8045,2271,44.78476667,125.949,1.35,4.2,1.19,62,83,72.5,152.34 ,0.35 ,4.74 ,45.72 ,1170.33 ,0.47 ,7.20 ,35.96 ,47.03 ,72.01 ,2,Measurement,"Liu et al., 2022",2014
8046,2272,44.778,126.072,1.17,4.9,1.32,0,23,11.5,155.77 ,0.34 ,4.48 ,46.67 ,1155.00 ,0.48 ,6.84 ,36.41 ,45.30 ,68.41 ,3,Measurement,"Liu et al., 2022",2014
8047,2272,44.778,126.072,1.45,4.6,5.74,23,109,66,155.77 ,0.34 ,4.48 ,46.67 ,1155.00 ,0.48 ,6.99 ,32.32 ,51.81 ,69.87 ,3,Measurement,"Liu et al., 2022",2014
8048,2272,44.778,126.072,1.56,4.5,2.18,109,140,124.5,155.77 ,0.34 ,4.48 ,46.67 ,1155.00 ,0.48 ,6.92 ,34.46 ,50.14 ,69.23 ,3,Measurement,"Liu et al., 2022",2014
8049,2273,42.04336667,125.8078833,1.38,16.08,6.21,0,28,14,447.17 ,0.54 ,4.73 ,69.85 ,1032.08 ,0.81 ,5.72 ,16.59 ,57.85 ,57.23 ,2,Measurement,"Liu et al., 2022",2014
8050,2273,42.04336667,125.8078833,1.21,28.24,7.52,28,50,39,447.17 ,0.54 ,4.73 ,69.85 ,1032.08 ,0.81 ,5.95 ,16.23 ,57.37 ,59.50 ,2,Measurement,"Liu et al., 2022",2014
8051,2273,42.04336667,125.8078833,1.49,7.79,3.6,50,81,65.5,447.17 ,0.54 ,4.73 ,69.85 ,1032.08 ,0.81 ,6.06 ,22.83 ,52.10 ,60.56 ,2,Measurement,"Liu et al., 2022",2014
8052,2273,42.04336667,125.8078833,1.6,4.09,2.55,81,120,100.5,447.17 ,0.54 ,4.73 ,69.85 ,1032.08 ,0.81 ,6.07 ,31.80 ,45.68 ,60.72 ,2,Measurement,"Liu et al., 2022",2014
